epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,6906.71,1.73365,1.41127,0.98126,0.66058,0.38439,0.4413,0.29264,1.7267,1.32557,0.99065,0.000521056,0.000521056,0.000521056
25,6961.04,1.72335,1.40581,0.97876,0.59552,0.40387,0.43411,0.29035,1.67051,1.3309,0.98441,0.000518146,0.000518146,0.000518146
26,7014.69,1.70824,1.38475,0.9805,0.50687,0.43219,0.45558,0.31067,1.63083,1.29317,0.98062,0.000515235,0.000515235,0.000515235
27,7110.92,1.74316,1.3869,0.97648,0.62279,0.39672,0.44982,0.30654,1.66004,1.30108,0.98326,0.000512324,0.000512324,0.000512324
28,7169.85,1.72458,1.38666,0.98525,0.4893,0.47773,0.46621,0.31772,1.62503,1.26818,0.9777,0.000509414,0.000509414,0.000509414
29,7239.6,1.71335,1.35473,0.9746,0.651,0.41283,0.46512,0.3187,1.62487,1.25943,0.97619,0.000506503,0.000506503,0.000506503
30,7315.64,1.68502,1.32392,0.97535,0.52373,0.49044,0.48627,0.32985,1.61865,1.2541,0.97445,0.000503593,0.000503593,0.000503593
31,7383.3,1.68069,1.3185,0.96604,0.69432,0.41119,0.49229,0.3275,1.65105,1.24674,0.97803,0.000500682,0.000500682,0.000500682
32,7441.7,1.70391,1.33089,0.97313,0.51388,0.46093,0.48377,0.33318,1.63641,1.24374,0.96973,0.000497771,0.000497771,0.000497771
33,7497.74,1.67363,1.30081,0.96663,0.55334,0.46186,0.49563,0.33531,1.63518,1.22552,0.9727,0.000494861,0.000494861,0.000494861
34,7555.34,1.68131,1.31877,0.96931,0.57207,0.47823,0.50795,0.34409,1.66855,1.23917,0.98561,0.00049195,0.00049195,0.00049195
35,7607.11,1.669,1.30123,0.96891,0.62082,0.47804,0.51661,0.34121,1.62718,1.20756,0.97342,0.00048904,0.00048904,0.00048904
36,7667.57,1.67431,1.29299,0.96242,0.64238,0.47918,0.51447,0.35376,1.59407,1.19676,0.96571,0.000486129,0.000486129,0.000486129
37,7716.19,1.63032,1.25544,0.95667,0.67303,0.50146,0.54666,0.38001,1.57865,1.18128,0.96337,0.000483218,0.000483218,0.000483218
38,7850.67,1.66424,1.23706,0.9622,0.60051,0.53331,0.54924,0.3845,1.58535,1.18952,0.96449,0.000480308,0.000480308,0.000480308
39,7899.5,1.64489,1.23298,0.95827,0.57377,0.52553,0.54748,0.37063,1.59406,1.16889,0.96457,0.000477397,0.000477397,0.000477397
40,7985.96,1.61171,1.21654,0.95309,0.68136,0.50116,0.56035,0.39334,1.55808,1.13505,0.95945,0.000474487,0.000474487,0.000474487
41,8068.86,1.64458,1.23096,0.9593,0.66388,0.50853,0.56257,0.39132,1.56343,1.16803,0.96015,0.000471576,0.000471576,0.000471576
42,8158.36,1.64147,1.23464,0.95738,0.65237,0.55138,0.58825,0.4112,1.56487,1.12891,0.96057,0.000468665,0.000468665,0.000468665
43,8308.43,1.64305,1.23688,0.95367,0.64239,0.52881,0.5798,0.39642,1.59721,1.16573,0.96237,0.000465755,0.000465755,0.000465755
44,8359.03,1.62075,1.20259,0.94838,0.62601,0.5552,0.58369,0.40716,1.56799,1.155,0.9617,0.000462844,0.000462844,0.000462844
45,8407.55,1.65917,1.21533,0.94907,0.67387,0.52835,0.57953,0.4096,1.55753,1.12403,0.95467,0.000459934,0.000459934,0.000459934
46,8474.3,1.62178,1.19395,0.95448,0.62099,0.56598,0.59072,0.41362,1.5271,1.09906,0.9524,0.000457023,0.000457023,0.000457023
47,8535.13,1.62861,1.19889,0.94874,0.68,0.53893,0.58581,0.41107,1.56416,1.13087,0.95611,0.000454112,0.000454112,0.000454112
48,8589.2,1.61751,1.1836,0.94784,0.71307,0.55037,0.60775,0.43042,1.53513,1.09665,0.9508,0.000451202,0.000451202,0.000451202
49,8645.9,1.61327,1.16494,0.95175,0.65128,0.55869,0.6004,0.41607,1.54635,1.10936,0.95643,0.000448291,0.000448291,0.000448291
50,8694.48,1.60482,1.15983,0.94711,0.68348,0.5297,0.5773,0.403,1.56502,1.15952,0.95543,0.000445381,0.000445381,0.000445381
51,24250.3,1.57545,1.15286,0.95001,0.61484,0.57818,0.60655,0.41467,1.55332,1.08579,0.95323,0.00044247,0.00044247,0.00044247
52,24322.3,1.5907,1.14955,0.94512,0.71105,0.54712,0.61347,0.43329,1.52984,1.10313,0.95281,0.000439559,0.000439559,0.000439559
53,24417,1.56208,1.12704,0.94675,0.68563,0.58186,0.63148,0.44478,1.52144,1.07952,0.94709,0.000436649,0.000436649,0.000436649
54,24465.2,1.62982,1.1577,0.94673,0.71983,0.56652,0.62362,0.42592,1.54869,1.10649,0.9519,0.000433738,0.000433738,0.000433738
55,24549.2,1.54692,1.10228,0.93662,0.70212,0.57751,0.62554,0.43007,1.55903,1.08758,0.95297,0.000430828,0.000430828,0.000430828
56,24680.8,1.58068,1.12627,0.93625,0.72174,0.58264,0.64312,0.45744,1.50046,1.04723,0.94554,0.000427917,0.000427917,0.000427917
57,24742.3,1.56188,1.11836,0.93885,0.73117,0.58521,0.6381,0.44869,1.50843,1.05433,0.94836,0.000425006,0.000425006,0.000425006
58,24788.3,1.58254,1.10953,0.93816,0.65871,0.61013,0.64386,0.45628,1.50234,1.04787,0.94513,0.000422096,0.000422096,0.000422096
59,24841.7,1.51838,1.08574,0.93343,0.69632,0.60403,0.64049,0.44926,1.51125,1.0741,0.94521,0.000419185,0.000419185,0.000419185
60,24887.9,1.58306,1.11487,0.93932,0.69704,0.60087,0.64989,0.45753,1.52296,1.05899,0.9505,0.000416275,0.000416275,0.000416275
61,24934.5,1.53483,1.08613,0.93724,0.73633,0.57363,0.63834,0.4458,1.53049,1.05247,0.94439,0.000413364,0.000413364,0.000413364
62,25018.3,1.57225,1.08748,0.93343,0.74865,0.59134,0.64664,0.46178,1.51098,1.03866,0.94076,0.000410453,0.000410453,0.000410453
63,25093.2,1.55973,1.08199,0.93442,0.73426,0.60011,0.65385,0.46241,1.4908,1.01184,0.94089,0.000407543,0.000407543,0.000407543
64,25140,1.53758,1.08113,0.93532,0.70733,0.60325,0.6533,0.46359,1.4805,1.01167,0.94026,0.000404632,0.000404632,0.000404632
65,25207.4,1.53315,1.06822,0.9337,0.75347,0.59079,0.64912,0.4541,1.51219,1.01628,0.94504,0.000401722,0.000401722,0.000401722
66,25256.1,1.50438,1.04131,0.92823,0.7663,0.5894,0.65566,0.45983,1.51731,1.02712,0.94616,0.000398811,0.000398811,0.000398811
67,25320.4,1.54458,1.06463,0.93584,0.7413,0.60252,0.66099,0.46976,1.49111,1.00858,0.94061,0.0003959,0.0003959,0.0003959
68,25366.7,1.54295,1.07281,0.931,0.77766,0.58406,0.65617,0.47191,1.49392,1.00856,0.94525,0.00039299,0.00039299,0.00039299
69,25436.5,1.56793,1.06699,0.93546,0.77261,0.57625,0.65792,0.46324,1.46778,1.00608,0.93519,0.000390079,0.000390079,0.000390079
70,25509,1.53009,1.05497,0.93111,0.79212,0.60812,0.68439,0.48489,1.48063,0.98007,0.93967,0.000387169,0.000387169,0.000387169
71,25649.6,1.51899,1.03551,0.92958,0.78779,0.59596,0.67108,0.48075,1.4646,0.98777,0.93446,0.000384258,0.000384258,0.000384258
72,25699.9,1.54103,1.04684,0.93433,0.72465,0.59876,0.65956,0.43619,1.57372,1.02456,0.95865,0.000381347,0.000381347,0.000381347
73,25787.6,1.53185,1.03775,0.92767,0.80364,0.61813,0.69015,0.49074,1.44806,0.96764,0.93216,0.000378437,0.000378437,0.000378437
74,25841.8,1.50021,1.0212,0.92677,0.71812,0.62607,0.68187,0.48018,1.46962,0.99158,0.93598,0.000375526,0.000375526,0.000375526
75,25959.9,1.52889,1.03791,0.92447,0.77185,0.60671,0.67371,0.48056,1.46472,0.98048,0.93436,0.000372616,0.000372616,0.000372616
76,26014.7,1.52331,1.04423,0.9261,0.76194,0.61806,0.6877,0.49322,1.47668,1.00216,0.93449,0.000369705,0.000369705,0.000369705
77,26057.6,1.49861,1.01884,0.9222,0.74705,0.62104,0.6798,0.48942,1.45326,0.97733,0.93004,0.000366794,0.000366794,0.000366794
78,26149.7,1.51198,1.02119,0.92952,0.77366,0.62904,0.68693,0.48999,1.46457,0.95523,0.93147,0.000363884,0.000363884,0.000363884
79,26246.9,1.54516,1.03181,0.92591,0.78598,0.60589,0.67866,0.4772,1.46948,0.97015,0.93795,0.000360973,0.000360973,0.000360973
80,26308.5,1.4987,1.00452,0.92546,0.78156,0.63156,0.69176,0.49581,1.45492,0.94471,0.93537,0.000358063,0.000358063,0.000358063
81,26365.3,1.50602,1.0092,0.92483,0.73728,0.60378,0.67898,0.48849,1.44901,0.94344,0.9276,0.000355152,0.000355152,0.000355152
82,26427.9,1.46603,0.98845,0.91857,0.77878,0.6203,0.69579,0.49673,1.45201,0.9422,0.93166,0.000352241,0.000352241,0.000352241
83,26560.1,1.48983,1.00112,0.92284,0.77488,0.62944,0.68825,0.48872,1.44483,0.96002,0.92955,0.000349331,0.000349331,0.000349331
84,26615.6,1.50402,0.99656,0.92056,0.75224,0.64914,0.69294,0.48503,1.47597,0.95657,0.93581,0.00034642,0.00034642,0.00034642
85,26672.2,1.51018,1.00464,0.92812,0.75668,0.6213,0.69037,0.47648,1.54044,0.97673,0.94866,0.00034351,0.00034351,0.00034351
86,26729.3,1.45875,0.97132,0.91486,0.78849,0.6351,0.70675,0.51468,1.42756,0.92839,0.92556,0.000340599,0.000340599,0.000340599
87,26786,1.49013,0.98489,0.91558,0.79555,0.61798,0.69849,0.50198,1.43064,0.92247,0.92546,0.000337688,0.000337688,0.000337688
88,26837.6,1.4593,0.97002,0.91368,0.78193,0.63834,0.70065,0.50028,1.43278,0.94187,0.92892,0.000334778,0.000334778,0.000334778
89,26884,1.46488,0.97235,0.91618,0.80845,0.62582,0.70531,0.5038,1.44943,0.9488,0.93074,0.000331867,0.000331867,0.000331867
90,26930.1,1.46835,0.96526,0.91613,0.77768,0.64445,0.71056,0.5126,1.42231,0.92078,0.92585,0.000328957,0.000328957,0.000328957
91,26983.3,1.53698,0.99515,0.92141,0.77416,0.64169,0.70273,0.48068,1.51197,0.93211,0.94034,0.000326046,0.000326046,0.000326046
92,27029.6,1.46853,0.95713,0.91866,0.80628,0.62342,0.7122,0.51617,1.4367,0.92209,0.92696,0.000323135,0.000323135,0.000323135
93,27076,1.44011,0.95271,0.91386,0.79357,0.63999,0.71179,0.50248,1.43579,0.90422,0.92617,0.000320225,0.000320225,0.000320225
94,27332.2,1.46638,0.95491,0.91506,0.78495,0.63015,0.70585,0.50616,1.41987,0.90978,0.92432,0.000317314,0.000317314,0.000317314
95,27378.9,1.46844,0.96092,0.91162,0.84079,0.61841,0.70789,0.51228,1.41247,0.91575,0.92241,0.000314404,0.000314404,0.000314404
96,27439.2,1.45656,0.95896,0.91127,0.7806,0.64164,0.71621,0.51819,1.41303,0.8973,0.92244,0.000311493,0.000311493,0.000311493
97,27485.8,1.45527,0.95187,0.91285,0.83622,0.61932,0.71107,0.50904,1.43828,0.91519,0.92944,0.000308582,0.000308582,0.000308582
98,27536.3,1.44246,0.94791,0.91183,0.77154,0.65657,0.71728,0.50509,1.41967,0.91194,0.9252,0.000305672,0.000305672,0.000305672
99,27582.8,1.45666,0.9514,0.91242,0.79011,0.6571,0.71341,0.50684,1.41656,0.90494,0.9264,0.000302761,0.000302761,0.000302761
100,27628.7,1.43505,0.93356,0.91064,0.77842,0.66046,0.71683,0.52203,1.39496,0.90108,0.91957,0.000299851,0.000299851,0.000299851
101,27678.6,1.44285,0.94019,0.91284,0.803,0.65165,0.71717,0.51577,1.43051,0.90855,0.92372,0.00029694,0.00029694,0.00029694
102,27763,1.44742,0.95234,0.91374,0.76289,0.67264,0.72743,0.52302,1.40733,0.88869,0.92178,0.000294029,0.000294029,0.000294029
103,27823.3,1.41319,0.92708,0.90983,0.79776,0.65392,0.72384,0.52115,1.39881,0.89584,0.92159,0.000291119,0.000291119,0.000291119
104,27871.2,1.43817,0.93551,0.9074,0.83074,0.64881,0.72836,0.52909,1.39153,0.89519,0.91816,0.000288208,0.000288208,0.000288208
105,27922.6,1.43312,0.93086,0.90753,0.80555,0.67019,0.73224,0.53296,1.38513,0.87901,0.91715,0.000285298,0.000285298,0.000285298
106,27980.4,1.43316,0.92938,0.90709,0.84813,0.63678,0.73853,0.53607,1.38023,0.87757,0.91717,0.000282387,0.000282387,0.000282387
107,28026.1,1.42342,0.9274,0.90936,0.80014,0.66189,0.72719,0.53177,1.38459,0.8841,0.91695,0.000279476,0.000279476,0.000279476
108,28228.1,1.44965,0.9397,0.90584,0.82296,0.65836,0.73755,0.52575,1.40688,0.88759,0.91965,0.000276566,0.000276566,0.000276566
109,28283.8,1.43735,0.92171,0.9069,0.81899,0.67328,0.73802,0.54003,1.37655,0.87719,0.915,0.000273655,0.000273655,0.000273655
110,28336.3,1.43342,0.91991,0.90615,0.83168,0.65599,0.73427,0.53245,1.38798,0.86878,0.91566,0.000270745,0.000270745,0.000270745
111,28384.8,1.40721,0.90794,0.90931,0.78204,0.67639,0.73855,0.5382,1.38917,0.87025,0.91455,0.000267834,0.000267834,0.000267834
112,28490.8,1.40121,0.90193,0.90403,0.80709,0.66941,0.73294,0.52769,1.39303,0.87887,0.91744,0.000264923,0.000264923,0.000264923
113,28545.9,1.41238,0.91104,0.90378,0.78467,0.67112,0.732,0.5267,1.39183,0.87338,0.91953,0.000262013,0.000262013,0.000262013
114,28602.4,1.43353,0.91863,0.90491,0.82133,0.65724,0.73985,0.53874,1.37533,0.86007,0.91186,0.000259102,0.000259102,0.000259102
115,28733,1.42758,0.91358,0.90585,0.78221,0.67346,0.72947,0.5354,1.37535,0.86344,0.91422,0.000256192,0.000256192,0.000256192
116,28802.6,1.42273,0.90896,0.91076,0.79392,0.67419,0.73366,0.52314,1.41194,0.88222,0.92284,0.000253281,0.000253281,0.000253281
117,28876.1,1.42163,0.91732,0.90685,0.82717,0.66729,0.74411,0.5457,1.37039,0.86304,0.91512,0.00025037,0.00025037,0.00025037
118,28921.8,1.41278,0.90815,0.90152,0.77918,0.67998,0.73551,0.54124,1.36951,0.86783,0.91242,0.00024746,0.00024746,0.00024746
119,28967.6,1.40918,0.90578,0.90245,0.82326,0.68241,0.74474,0.53341,1.39648,0.86797,0.91803,0.000244549,0.000244549,0.000244549
120,29040.9,1.4196,0.91709,0.90703,0.81732,0.67292,0.74859,0.54924,1.3611,0.84612,0.91088,0.000241639,0.000241639,0.000241639
121,29123.2,1.41489,0.90241,0.90432,0.79106,0.67347,0.7433,0.54667,1.36655,0.85957,0.9118,0.000238728,0.000238728,0.000238728
122,29169.1,1.40369,0.90647,0.90403,0.82567,0.66895,0.74219,0.54194,1.36042,0.85363,0.91264,0.000235817,0.000235817,0.000235817
123,29246.8,1.38309,0.88843,0.90287,0.82508,0.6677,0.74307,0.54331,1.36169,0.86774,0.91269,0.000232907,0.000232907,0.000232907
124,29296.9,1.39153,0.88787,0.90165,0.82163,0.6824,0.74742,0.53953,1.38264,0.84402,0.91589,0.000229996,0.000229996,0.000229996
125,29342.2,1.37067,0.87648,0.90139,0.80512,0.69557,0.7474,0.54073,1.36519,0.84446,0.91298,0.000227086,0.000227086,0.000227086
126,29430.3,1.40606,0.89359,0.89558,0.81892,0.67653,0.74957,0.55069,1.34677,0.84296,0.90987,0.000224175,0.000224175,0.000224175
127,29476,1.37864,0.87474,0.89597,0.81404,0.68835,0.75175,0.54304,1.36836,0.84607,0.91246,0.000221264,0.000221264,0.000221264
128,29522.5,1.38214,0.88194,0.89844,0.82529,0.67432,0.74389,0.53593,1.37098,0.84301,0.91411,0.000218354,0.000218354,0.000218354
129,29596,1.39288,0.88044,0.89899,0.82565,0.67394,0.74155,0.54381,1.36197,0.84199,0.91116,0.000215443,0.000215443,0.000215443
130,29684.9,1.38281,0.88404,0.8964,0.84151,0.67799,0.74914,0.54588,1.35924,0.83923,0.90972,0.000212533,0.000212533,0.000212533
131,29732.2,1.38472,0.87839,0.89995,0.83378,0.66661,0.74472,0.54681,1.36155,0.8324,0.91032,0.000209622,0.000209622,0.000209622
132,29786.9,1.37498,0.86891,0.89658,0.84171,0.66671,0.74877,0.54384,1.3704,0.84588,0.91105,0.000206711,0.000206711,0.000206711
133,29861,1.39269,0.87626,0.89835,0.8229,0.68656,0.75158,0.55223,1.35946,0.82739,0.91025,0.000203801,0.000203801,0.000203801
134,29906.6,1.38351,0.87348,0.89966,0.79855,0.69748,0.75361,0.54915,1.35581,0.83405,0.90851,0.00020089,0.00020089,0.00020089
135,29971,1.37908,0.86872,0.89555,0.81076,0.6973,0.75364,0.54817,1.36823,0.82835,0.90951,0.00019798,0.00019798,0.00019798
136,30017.4,1.36662,0.86199,0.89303,0.80981,0.68984,0.75173,0.5499,1.36402,0.83848,0.91089,0.000195069,0.000195069,0.000195069
137,30087.7,1.37468,0.86425,0.89631,0.81897,0.69846,0.7575,0.54826,1.35477,0.81904,0.90887,0.000192158,0.000192158,0.000192158
138,30133.2,1.3774,0.86643,0.8932,0.85385,0.67304,0.75419,0.55965,1.34205,0.83122,0.90675,0.000189248,0.000189248,0.000189248
139,30179.1,1.38234,0.86691,0.89699,0.80605,0.69066,0.75689,0.54855,1.3493,0.84265,0.91018,0.000186337,0.000186337,0.000186337
140,30224.9,1.34685,0.84431,0.89317,0.79991,0.71697,0.76865,0.56541,1.32959,0.81431,0.90425,0.000183427,0.000183427,0.000183427
141,30271.3,1.36296,0.86014,0.89275,0.80194,0.71872,0.76765,0.56492,1.32357,0.82119,0.90372,0.000180516,0.000180516,0.000180516
142,30328.5,1.37249,0.8621,0.88814,0.79899,0.70882,0.75851,0.55442,1.34862,0.81719,0.90801,0.000177605,0.000177605,0.000177605
143,30375.2,1.3384,0.84899,0.89163,0.80557,0.70822,0.7606,0.56095,1.3321,0.81052,0.90505,0.000174695,0.000174695,0.000174695
144,30441,1.35493,0.85057,0.89275,0.80416,0.70083,0.75912,0.55499,1.34968,0.81305,0.90782,0.000171784,0.000171784,0.000171784
145,30502.6,1.3378,0.84089,0.8892,0.80874,0.69973,0.75921,0.55787,1.33044,0.81161,0.90402,0.000168874,0.000168874,0.000168874
146,30560.5,1.3674,0.8539,0.8936,0.77732,0.70604,0.75955,0.55231,1.34265,0.81786,0.90616,0.000165963,0.000165963,0.000165963
147,30644.3,1.35881,0.85106,0.89192,0.80306,0.69688,0.75613,0.5547,1.3427,0.8162,0.90682,0.000163052,0.000163052,0.000163052
148,30763.7,1.35982,0.84849,0.89302,0.8357,0.6825,0.75394,0.5469,1.34459,0.81815,0.90648,0.000160142,0.000160142,0.000160142
149,30812.3,1.34389,0.83716,0.89249,0.81917,0.69664,0.75978,0.56407,1.32123,0.81007,0.90348,0.000157231,0.000157231,0.000157231
150,30877.7,1.36764,0.84995,0.89296,0.82077,0.69974,0.76351,0.56994,1.31761,0.81029,0.90238,0.000154321,0.000154321,0.000154321
151,30947,1.33569,0.8302,0.88905,0.82299,0.6951,0.76412,0.55941,1.33649,0.80807,0.90548,0.00015141,0.00015141,0.00015141
152,31003.3,1.32972,0.83039,0.89092,0.816,0.7092,0.768,0.56866,1.31168,0.79578,0.90135,0.000148499,0.000148499,0.000148499
153,31049.8,1.36312,0.84906,0.89121,0.83029,0.70488,0.76554,0.56593,1.32262,0.7977,0.90204,0.000145589,0.000145589,0.000145589
154,31100.9,1.37078,0.85388,0.89547,0.82134,0.70391,0.76275,0.55679,1.33729,0.80776,0.90569,0.000142678,0.000142678,0.000142678
155,31156.9,1.33286,0.82596,0.88609,0.82886,0.70578,0.77134,0.57035,1.32056,0.80014,0.90252,0.000139768,0.000139768,0.000139768
156,31211.4,1.36587,0.85031,0.88851,0.84678,0.68935,0.76971,0.5681,1.32262,0.79546,0.90258,0.000136857,0.000136857,0.000136857
157,31259.5,1.35077,0.83522,0.88736,0.82851,0.69922,0.76511,0.56453,1.32594,0.80069,0.90231,0.000133946,0.000133946,0.000133946
158,31305.6,1.33391,0.83012,0.88624,0.82123,0.69388,0.76598,0.56556,1.32135,0.79547,0.90187,0.000131036,0.000131036,0.000131036
159,31492.2,1.33941,0.83221,0.88747,0.83283,0.69445,0.76639,0.56421,1.31774,0.79451,0.90149,0.000128125,0.000128125,0.000128125
160,31551.4,1.34821,0.83617,0.89019,0.83397,0.70071,0.7686,0.57082,1.31559,0.78911,0.90157,0.000125215,0.000125215,0.000125215
161,31613.3,1.33612,0.8321,0.888,0.81659,0.70569,0.76965,0.57119,1.31071,0.79353,0.90108,0.000122304,0.000122304,0.000122304
162,31733.3,1.33883,0.83455,0.8893,0.81877,0.70421,0.7672,0.56444,1.33449,0.79481,0.9041,0.000119393,0.000119393,0.000119393
163,31846.2,1.34778,0.83179,0.88855,0.83027,0.6991,0.76607,0.55657,1.34352,0.79872,0.90667,0.000116483,0.000116483,0.000116483
164,31925.9,1.33822,0.82825,0.88968,0.83511,0.695,0.76983,0.57029,1.32957,0.80024,0.90432,0.000113572,0.000113572,0.000113572
165,32027.6,1.32384,0.82139,0.88511,0.84336,0.7061,0.77115,0.57015,1.32562,0.7953,0.90335,0.000110662,0.000110662,0.000110662
166,32079.5,1.32603,0.8198,0.88563,0.83177,0.70401,0.77209,0.57545,1.30973,0.79229,0.89991,0.000107751,0.000107751,0.000107751
167,32138.2,1.33458,0.82194,0.88825,0.8645,0.67883,0.77129,0.57152,1.30545,0.79127,0.89939,0.00010484,0.00010484,0.00010484
168,32210,1.34543,0.83119,0.88502,0.87032,0.6876,0.77499,0.5817,1.29812,0.78428,0.89797,0.00010193,0.00010193,0.00010193
169,32256.5,1.33015,0.8257,0.8846,0.81504,0.71164,0.77631,0.57876,1.29962,0.78266,0.89854,9.90192e-05,9.90192e-05,9.90192e-05
170,32303,1.34164,0.8283,0.8879,0.82826,0.70247,0.77566,0.57395,1.31473,0.78836,0.90078,9.61086e-05,9.61086e-05,9.61086e-05
171,32418,1.32212,0.8122,0.88619,0.83059,0.70717,0.77598,0.57573,1.31492,0.78465,0.90017,9.3198e-05,9.3198e-05,9.3198e-05
172,32464.2,1.32165,0.81865,0.88406,0.83456,0.70927,0.77576,0.57893,1.30594,0.78374,0.89867,9.02874e-05,9.02874e-05,9.02874e-05
173,32521.2,1.32405,0.81991,0.8846,0.8343,0.7063,0.77623,0.57643,1.30234,0.78028,0.89857,8.73768e-05,8.73768e-05,8.73768e-05
174,32567.1,1.29603,0.80575,0.8867,0.8307,0.70149,0.77378,0.57397,1.30112,0.78393,0.89782,8.44662e-05,8.44662e-05,8.44662e-05
175,32613.2,1.32439,0.81516,0.8845,0.81497,0.70786,0.77267,0.57553,1.30332,0.78143,0.89901,8.15556e-05,8.15556e-05,8.15556e-05
176,32660.1,1.31242,0.80559,0.88379,0.85552,0.6989,0.77493,0.57825,1.29595,0.77849,0.89687,7.8645e-05,7.8645e-05,7.8645e-05
177,32764.7,1.30967,0.81119,0.88592,0.85735,0.69889,0.77682,0.57389,1.31113,0.78305,0.89928,7.57344e-05,7.57344e-05,7.57344e-05
178,32820,1.324,0.81485,0.88674,0.83344,0.71516,0.77576,0.57369,1.328,0.78494,0.90292,7.28238e-05,7.28238e-05,7.28238e-05
179,32887.6,1.31174,0.80357,0.88442,0.83853,0.70937,0.77503,0.57298,1.32072,0.78567,0.90143,6.99132e-05,6.99132e-05,6.99132e-05
180,32954.6,1.32083,0.82037,0.88462,0.83291,0.71582,0.77771,0.57879,1.30227,0.77793,0.89866,6.70026e-05,6.70026e-05,6.70026e-05
181,33051.8,1.28848,0.79694,0.88431,0.86222,0.70605,0.77872,0.58326,1.29872,0.77646,0.89827,6.4092e-05,6.4092e-05,6.4092e-05
182,33118.5,1.30591,0.80972,0.88349,0.85598,0.70395,0.77732,0.58292,1.29519,0.77512,0.89736,6.11814e-05,6.11814e-05,6.11814e-05
183,33167.7,1.31482,0.812,0.88418,0.84402,0.70603,0.77461,0.57751,1.30093,0.77716,0.89869,5.82708e-05,5.82708e-05,5.82708e-05
